caseid,Support,contrump,libtrump,self,republican
327999690,1,0,0,0,1
327999714,0,0,1,0,0
327999731,0,1,0,0,1
327999732,1,0,0,0,0
327999830,0,1,0,0,0
327999843,1,0,1,0,0
327999846,0,0,0,0,1
327999890,1,1,0,0,0
328000347,1,0,1,0,0
328000427,1,1,0,0,1
328000473,1,0,0,0,0
328002534,NA,0,0,0,0
328002570,0,1,0,0,1
328002573,1,0,1,0,0
328002615,1,0,0,0,0
328002676,1,0,0,0,0
328002679,0,0,1,0,1
328003058,1,1,0,0,0
328003252,0,0,0,0,1
328003329,1,0,0,0,0
328005010,1,0,1,0,0
328005588,1,0,0,0,0
328005713,1,0,0,0,0
328005716,0,0,0,0,1
328006221,0,0,0,0,0
328006255,1,1,0,0,0
328006957,1,0,0,0,0
328007940,0,0,0,0,0
328008386,0,0,0,0,1
328008453,1,1,0,0,0
328008475,NA,0,0,0,0
328008481,0,1,0,0,1
328008576,1,1,0,0,0
328008590,1,0,1,0,0
328008633,1,0,0,0,0
328009094,NA,0,0,0,0
328009095,NA,0,1,0,0
328009161,NA,1,0,0,1
328009225,1,0,1,0,1
328009252,0,0,0,0,1
328010168,0,1,0,0,0
328011493,1,0,1,0,0
328011531,1,0,0,0,0
328011553,1,0,0,0,0
328011661,1,0,1,0,1
328011691,1,1,0,0,0
328011706,1,0,0,0,0
328011724,1,1,0,0,1
328012065,1,0,0,0,0
328012076,1,1,0,0,1
328012117,NA,0,0,0,1
328012161,1,0,1,0,0
328012162,1,0,0,0,0
328012164,0,0,0,0,1
328012188,0,1,0,0,1
328012189,1,0,0,0,0
328012196,1,0,1,0,1
328012286,1,1,0,0,0
328014396,NA,0,1,0,0
328014401,1,1,0,0,0
328014410,1,1,0,0,1
328014515,0,0,1,0,1
328014580,1,0,0,0,0
328014582,1,0,0,0,1
328014627,1,0,0,0,0
328014896,1,0,0,0,0
328014996,1,0,0,0,0
328015000,0,0,1,0,0
328015118,1,0,0,0,0
328015146,1,0,0,0,0
328015191,1,1,0,0,0
328017507,0,1,0,0,1
328017565,1,1,0,0,0
328017577,1,0,1,0,0
328017583,1,0,0,0,0
328017585,1,1,0,0,0
328018069,1,0,0,0,0
328018161,1,1,0,0,1
328018179,1,0,0,0,1
328018217,0,0,0,0,1
328018300,0,1,0,0,0
328020385,1,0,0,0,1
328020423,1,0,0,0,0
328020842,1,0,1,0,0
328020845,1,0,0,0,1
328020853,0,0,0,0,0
328020858,1,0,0,0,0
328020941,1,1,0,0,0
328020951,1,0,1,0,1
328020990,1,0,0,0,1
328021040,1,0,1,0,0
328021047,1,0,0,0,0
328023334,0,0,1,0,1
328023375,1,0,0,0,0
328023777,1,0,0,0,0
328023820,1,0,1,0,0
328023829,1,1,0,0,1
328023858,1,0,0,0,0
328023921,1,0,0,0,0
328023954,0,0,1,0,1
328023976,1,0,0,0,0
328023986,1,1,0,0,0
328023997,1,0,0,0,1
328024004,0,0,0,0,0
328024021,0,0,1,0,0
328024089,1,1,0,0,0
328024534,0,1,0,0,0
328026147,1,0,0,0,1
328026547,1,0,0,0,1
328026558,NA,0,1,0,1
328026746,1,0,0,0,0
328026775,1,1,0,0,0
328026787,1,0,0,0,0
328026819,1,1,0,0,0
328027298,1,0,0,0,1
328027551,0,0,1,0,1
328027809,1,0,0,0,0
328028909,1,0,0,0,0
328029303,1,0,0,0,0
328029360,1,0,1,0,0
328029466,1,0,1,0,0
328029511,NA,0,0,0,0
328029543,1,0,1,0,0
328030509,1,0,0,0,0
328031402,1,0,1,0,0
328032115,0,0,1,0,1
328033131,1,1,0,0,0
328034030,0,1,0,0,1
328034066,1,0,0,0,0
328034447,1,0,1,0,0
328034527,1,0,0,0,0
328034687,1,0,1,0,0
328034700,1,0,0,0,0
328036972,1,0,0,0,0
328037069,1,0,1,0,0
328037445,0,1,0,0,1
328038030,0,1,0,0,1
328038870,1,0,1,0,1
328039315,NA,0,0,0,0
328039500,1,0,1,0,1
328040427,0,1,0,0,1
328041633,0,0,0,0,1
328041778,0,0,0,0,0
328041864,1,0,0,0,0
328042932,1,0,0,0,0
328044294,1,0,0,0,0
328046535,1,0,0,0,1
328046610,1,0,1,0,0
328046661,1,1,0,0,0
328048808,1,0,0,0,0
328051265,1,0,0,0,0
328051376,1,1,0,0,0
328051396,1,0,0,0,1
328051448,NA,0,0,0,0
328053637,1,0,0,0,1
328054986,0,1,0,0,1
328056048,1,0,0,0,0
328056069,0,0,1,0,0
328056083,1,0,0,0,0
328058336,1,0,1,0,0
328060582,0,0,0,0,0
328063244,1,0,0,0,0
328065515,1,0,0,0,0
328065992,0,0,0,0,0
328066011,1,0,1,0,0
328067876,NA,0,1,0,1
328067921,0,1,0,0,0
328070823,1,1,0,0,0
328072816,1,0,1,0,0
328075208,1,0,1,0,0
328075247,1,0,0,0,0
328075358,NA,0,1,0,0
328075392,0,0,1,0,0
328075406,1,0,0,0,1
328075456,1,1,0,0,0
328076425,0,1,0,0,1
328076745,1,0,1,0,0
328077598,1,0,1,0,1
328079435,1,1,0,0,0
328079474,1,0,1,0,0
328079814,1,0,0,0,0
328080659,1,0,1,0,0
328081169,1,0,0,0,0
328082108,0,1,0,0,1
328082251,0,0,0,0,0
328084532,0,0,0,0,0
328086852,1,1,0,0,0
328088544,1,0,0,0,0
328091049,1,0,0,0,0
328091270,1,0,0,0,0
328093305,NA,0,0,0,0
328095527,1,0,0,0,0
328099559,1,0,1,0,1
328100020,1,1,0,0,0
328100033,0,0,0,0,0
328100055,1,0,1,0,1
328100106,1,0,0,0,0
328101003,NA,0,0,0,0
328101448,1,0,0,0,0
328101782,1,0,0,0,0
328101793,NA,0,0,0,0
328101816,0,0,0,0,0
328102280,NA,1,0,0,0
328102886,1,0,0,0,0
328104018,1,0,0,0,1
328104027,1,0,1,0,0
328105649,1,1,0,0,1
328106196,1,0,0,0,1
328107304,1,1,0,0,0
328108262,1,1,0,0,0
328108291,1,0,0,0,0
328110533,1,0,1,0,1
328110947,0,0,0,0,0
328111436,1,0,1,0,0
328111482,1,1,0,0,1
328112026,NA,1,0,0,0
328112294,1,0,1,0,0
328117214,1,0,0,0,0
328117268,1,0,0,0,0
328117273,1,0,1,0,0
328117277,1,0,0,0,0
328118538,1,0,0,0,0
328118743,NA,0,0,0,0
328119257,1,0,0,0,0
328120062,1,1,0,0,0
328120113,1,1,0,0,0
328121210,1,1,0,0,1
328122525,1,0,1,0,0
328125287,1,0,0,0,1
328128040,1,0,0,0,1
328128428,1,0,0,0,0
328129840,1,0,1,0,0
328131174,1,0,1,0,0
328131827,1,0,0,0,0
328134873,1,0,1,0,0
328134885,1,0,1,0,1
328134952,1,0,0,0,1
328135157,1,0,0,0,0
328137898,1,0,0,0,0
328137929,1,0,0,0,0
328137957,NA,0,0,0,0
328137981,1,1,0,0,0
328138912,1,0,0,0,0
328140706,1,0,1,0,0
328141839,1,0,0,0,0
328143576,1,0,0,0,0
328143736,1,0,0,0,0
328144441,1,1,0,0,0
328144727,0,1,0,0,1
328144851,0,0,1,0,0
328145388,1,0,0,0,0
328145733,1,1,0,0,0
328146295,1,0,1,0,0
328146338,1,0,0,0,0
328146372,NA,0,0,0,1
328147128,0,1,0,0,1
328147879,1,1,0,0,0
328148881,0,0,1,0,1
328149050,1,0,0,0,0
328149060,1,1,0,0,1
328149106,1,0,1,0,1
328149760,1,0,0,0,1
328149968,NA,0,0,0,0
328150877,1,0,1,0,0
328151224,0,1,0,0,1
328151436,NA,0,0,0,0
328153967,NA,0,1,0,0
328154981,1,0,0,0,0
328155863,NA,1,0,0,0
328155870,0,0,0,0,0
328156342,1,1,0,0,0
328156377,1,0,1,0,1
328156396,1,1,0,0,0
328158528,1,0,0,0,0
328159639,1,1,0,0,1
328159954,1,0,0,0,0
328160195,0,0,0,0,1
328162420,0,0,0,0,0
328163432,0,0,0,0,1
328163491,0,0,0,0,0
328163647,1,0,0,0,0
328163777,NA,0,0,0,1
328164838,NA,1,0,0,1
328165594,1,0,0,0,0
328165604,1,0,1,0,0
328166013,1,1,0,0,0
328167121,1,0,0,0,0
328168179,1,0,1,0,0
328168276,1,0,0,0,0
328169982,1,0,0,0,0
328172867,1,1,0,0,1
328172901,1,0,1,0,0
328172902,1,0,1,0,0
328173268,1,0,1,0,1
328175271,1,0,0,0,0
328178211,1,0,0,0,0
328178223,1,0,1,0,0
328179076,0,1,0,0,0
328180775,1,0,0,0,0
328180949,1,0,1,0,0
328181588,1,0,1,0,1
328182822,1,0,0,0,0
328190511,0,0,1,0,0
328192577,1,0,0,0,0
328195559,1,0,0,0,0
328195579,1,0,0,0,0
328222611,0,0,0,0,1
328224694,1,0,1,0,0
328231212,1,1,0,0,0
328239897,1,1,0,0,1
328241011,1,0,0,0,0
328244001,NA,0,0,0,0
328255786,0,1,0,0,1
328264744,0,1,0,0,0
328267542,1,1,0,0,0
328270331,0,0,0,0,1
